0.170000,-0.160000,0.630000,-0.010000,-0.200000,0.600000,0.002961,-0.000000,0.000000,-11.104325,0.297459,1.360787,24.094213,0.048982,77.011679,-1.474006,0.000000,0.000000,10.000004,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.240778
0.190000,-0.160000,0.640000,0.010000,-0.200000,0.610000,0.007298,-0.000000,0.000000,-14.577998,-0.247398,-0.715915,34.897572,0.191557,69.682749,0.547564,0.000000,0.000000,10.000004,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.585623
0.200000,-0.160000,0.650000,0.020000,-0.200000,0.620000,0.011033,-0.000000,0.000000,-17.409592,-1.251295,-3.003002,42.561281,0.708702,64.885230,2.571343,0.000000,0.000000,10.000004,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.795389
0.220000,-0.150000,0.660000,0.040000,-0.190000,0.630000,0.014352,-0.000000,0.000000,-17.735417,-1.474530,-5.789241,47.845801,-0.699540,59.934112,6.539873,0.000000,0.000000,10.000004,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6.577813
0.230000,-0.150000,0.670000,0.050000,-0.190000,0.640000,0.017316,-0.000000,0.000000,-19.025115,-2.856452,-7.853571,52.997850,0.254067,56.213317,8.111310,0.000000,0.000000,10.000004,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,9.715724
0.240000,-0.140000,0.680000,0.060000,-0.180000,0.650000,0.019962,-0.000000,0.000000,-19.754028,-3.271737,-10.321370,57.334770,-0.686550,52.640094,11.326113,0.000000,0.000000,10.000004,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,13.168583
0.250000,-0.130000,0.690000,0.070000,-0.170000,0.660000,0.022323,-0.000000,0.000000,-20.067087,-3.702755,-12.685497,61.092560,-1.370788,49.225573,14.177164,0.000000,0.000000,10.000004,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,16.860935
0.260000,-0.120000,0.700000,0.080000,-0.160000,0.670000,0.024440,-0.000000,0.000000,-19.989264,-4.244566,-15.152204,64.374400,-1.774886,45.928521,16.908625,0.000000,0.000000,10.000004,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,20.744957
0.280000,-0.120000,0.710000,0.100000,-0.160000,0.680000,0.026314,-0.000000,0.000000,-18.223728,-5.202322,-16.135089,66.529027,-0.322482,42.389461,17.120864,0.000000,0.000000,10.000004,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,24.775730
0.290000,-0.110000,0.720000,0.110000,-0.150000,0.690000,0.028018,-0.000000,0.000000,-17.639053,-5.400413,-18.060474,69.056011,-0.640720,39.330821,19.199735,0.000000,0.000000,10.000004,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,28.866709
0.300000,-0.100000,0.730000,0.120000,-0.140000,0.700000,0.029550,-0.000000,0.000000,-16.782729,-5.583931,-20.006627,71.246460,-0.798030,36.351713,21.180956,0.000000,0.000000,10.000004,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,33.069933
