0.070000,-0.160000,0.840000,0.010000,-0.190000,0.820000,0.004321,-0.000000,0.000000,6.803336,0.063955,4.650509,-22.593985,2.095769,-74.170811,-6.607907,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.461628
0.080000,-0.160000,0.850000,0.020000,-0.190000,0.830000,0.008024,-0.000000,0.000000,9.517500,-0.987642,7.619797,-31.677657,0.770329,-67.879685,-8.384579,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.557306
0.090000,-0.160000,0.860000,0.030000,-0.190000,0.840000,0.011359,-0.000000,0.000000,11.138146,-2.256219,10.463088,-38.578670,-0.349282,-62.767728,-10.387924,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.153407
0.100000,-0.150000,0.870000,0.040000,-0.180000,0.850000,0.014359,-0.000000,0.000000,12.094453,-2.388790,13.188196,-44.176828,0.886080,-58.112342,-14.143570,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.192118
0.110000,-0.150000,0.880000,0.050000,-0.180000,0.860000,0.017038,-0.000000,0.000000,12.640123,-3.665521,15.233352,-49.151786,-0.267367,-53.959493,-15.442123,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,7.593745
0.120000,-0.140000,0.890000,0.060000,-0.170000,0.870000,0.019430,-0.000000,0.000000,12.760410,-3.692625,17.393913,-53.331467,0.528405,-49.879572,-18.171384,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,10.323037
0.130000,-0.130000,0.900000,0.070000,-0.160000,0.880000,0.021518,-0.000000,0.000000,12.552954,-3.656369,19.438908,-56.979579,1.125125,-46.057652,-20.562118,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,13.297935
0.150000,-0.130000,0.910000,0.090000,-0.160000,0.890000,0.023386,-0.000000,0.000000,10.609884,-4.427573,20.409156,-59.531617,-0.537334,-41.920891,-20.502757,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,16.467169
0.160000,-0.120000,0.920000,0.100000,-0.150000,0.900000,0.025031,-0.000000,0.000000,9.909021,-4.162134,22.088249,-62.347652,-0.120253,-38.349502,-22.385100,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,19.644815
0.170000,-0.110000,0.930000,0.110000,-0.140000,0.910000,0.026473,-0.000000,0.000000,9.002831,-3.772975,23.628624,-64.798149,0.210332,-34.889078,-24.033418,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,22.991979
