-0.060000,-1.030000,0.000000
-0.060000,-1.020000,0.000000
-0.060000,-1.010000,0.000000
-0.060000,-1.000000,0.000000
-0.060000,-0.990000,0.000000
-0.060000,-0.980000,0.000000
-0.060000,-0.970000,0.000000
-0.060000,-0.960000,0.000000
-0.060000,-0.950000,0.000000
-0.060000,-0.940000,0.000000
-0.060000,-0.930000,0.000000
-0.060000,-0.920000,0.000000
-0.060000,-0.910000,0.000000
-0.060000,-0.900000,0.000000
-0.060000,-0.890000,0.000000
-0.060000,-0.880000,0.000000
-0.060000,-0.870000,0.000000
-0.060000,-0.860000,0.000000
-0.060000,-0.850000,0.000000
-0.060000,-0.840000,0.000000
-0.060000,-0.830000,0.000000
-0.060000,-0.820000,0.000000
-0.060000,-0.810000,0.000000
-0.060000,-0.800000,0.000000
-0.060000,-0.790000,0.000000
-0.060000,-0.780000,0.000000
-0.060000,-0.770000,0.000000
-0.060000,-0.760000,0.008863
-0.060000,-0.750000,0.018961
-0.060000,-0.740000,0.023759
-0.060000,-0.730000,0.026555
-0.060000,-0.720000,0.000000
-0.060000,-0.710000,0.000000
-0.060000,-0.700000,0.019721
-0.060000,-0.690000,0.019395
-0.060000,-0.680000,0.019687
-0.060000,-0.670000,0.020027
-0.060000,-0.660000,0.020493
-0.060000,-0.650000,0.021129
-0.060000,-0.640000,0.021859
-0.060000,-0.630000,0.022756
-0.060000,-0.620000,0.023900
-0.060000,-0.610000,0.025319
-0.060000,-0.600000,0.026999
-0.060000,-0.590000,0.028798
-0.060000,-0.580000,0.030595
-0.060000,-0.570000,0.032307
-0.060000,-0.560000,0.033849
-0.060000,-0.550000,0.035212
-0.060000,-0.540000,0.036373
-0.060000,-0.530000,0.037332
-0.060000,-0.520000,0.038095
-0.060000,-0.510000,0.038680
-0.060000,-0.500000,0.039080
-0.060000,-0.490000,0.039318
-0.060000,-0.480000,0.039394
-0.060000,-0.470000,0.039320
-0.060000,-0.460000,0.039086
-0.060000,-0.450000,0.038749
-0.060000,-0.440000,0.038242
-0.060000,-0.430000,0.037606
-0.060000,-0.420000,0.036812
-0.060000,-0.410000,0.035824
-0.060000,-0.400000,0.034658
-0.060000,-0.390000,0.033441
-0.060000,-0.380000,0.032414
-0.060000,-0.370000,0.031575
-0.060000,-0.360000,0.030776
-0.060000,-0.350000,0.029966
-0.060000,-0.340000,0.028692
-0.060000,-0.330000,0.026604
-0.060000,-0.320000,0.025200
-0.060000,-0.310000,0.024774
-0.060000,-0.300000,0.024732
-0.060000,-0.290000,0.024882
-0.060000,-0.280000,0.025045
-0.060000,-0.270000,0.025209
-0.060000,-0.260000,0.025384
-0.060000,-0.250000,0.025557
-0.060000,-0.240000,0.025708
-0.060000,-0.230000,0.025857
-0.060000,-0.220000,0.025999
-0.060000,-0.210000,0.026154
-0.060000,-0.200000,0.026364
-0.060000,-0.190000,0.026671
-0.060000,-0.180000,0.027100
-0.060000,-0.170000,0.000000
-0.060000,-0.160000,0.000000
-0.060000,-0.150000,0.000000
-0.060000,-0.140000,0.000000
-0.060000,-0.130000,0.000000
-0.060000,-0.120000,0.000000
-0.060000,-0.110000,0.000000
-0.060000,-0.100000,0.000000
-0.060000,-0.090000,0.000000
-0.060000,-0.080000,0.000000
-0.060000,-0.070000,0.000000
-0.060000,-0.060000,0.000000
-0.060000,-0.050000,0.000000
-0.060000,-0.040000,0.000000
-0.060000,-0.030000,0.000000
-0.060000,-0.020000,0.000000
-0.060000,-0.010000,0.000000
-0.060000,0.000000,0.000000
-0.060000,0.010000,0.000000
-0.060000,0.020000,0.000000
-0.060000,0.030000,0.000000
-0.060000,0.040000,0.000000
-0.060000,0.050000,0.000000
-0.060000,0.060000,0.000000
-0.060000,0.070000,0.000000
-0.060000,0.080000,0.000000
-0.060000,0.090000,0.000000
-0.060000,0.100000,0.000000
-0.060000,0.110000,0.000000
-0.060000,0.120000,0.000000
-0.060000,0.130000,0.000000
-0.060000,0.140000,0.000000
-0.060000,0.150000,0.000000
-0.060000,0.160000,0.000000
-0.060000,0.170000,0.000000
-0.060000,0.180000,0.000000
-0.060000,0.190000,0.000000
-0.060000,0.200000,0.000000
-0.060000,0.210000,0.000000
-0.060000,0.220000,0.000000
-0.060000,0.230000,0.000000
