0.560000,-0.180000,0.210000,0.380000,-0.220000,0.180000,0.072477,-29.792448,119.169793,55.704272,-6.001211,-4.469937,64.705137,4.831304,59.254366,2.858307,0.000000,0.000000,10.000004,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.769187
0.650000,-0.150000,0.220000,0.470000,-0.190000,0.190000,0.085538,-29.788208,119.152832,66.889703,-3.770681,-7.685884,64.969811,0.860254,47.779803,7.856536,0.000000,0.000000,10.000004,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,18.933662
0.700000,-0.160000,0.230000,0.520000,-0.200000,0.200000,0.091505,-29.788089,119.152356,73.802389,-4.903793,-7.380073,63.596826,3.704131,42.411456,5.891347,0.000000,0.000000,10.000004,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,37.573060
0.730000,-0.130000,0.240000,0.550000,-0.170000,0.210000,0.095406,-29.786561,119.146244,78.185781,-1.827752,-9.439913,62.781552,-0.031867,38.525598,9.590017,0.000000,0.000000,10.000004,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,56.000199
0.760000,-0.130000,0.250000,0.580000,-0.170000,0.220000,0.098080,-29.781515,119.126059,82.709147,-1.643593,-9.326095,61.357989,0.669083,35.448149,9.034223,0.000000,0.000000,10.000004,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,73.775615
0.780000,-0.120000,0.260000,0.600000,-0.160000,0.230000,0.099680,-29.729651,118.918603,85.689645,-0.501829,-9.887391,60.360482,-0.125999,33.168992,9.941142,0.000000,0.000000,10.000004,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,92.156206
0.810000,-0.140000,0.270000,0.630000,-0.180000,0.240000,0.101006,-29.786522,119.146090,90.618502,-2.226146,-8.355812,58.442778,2.775441,30.599152,6.869353,0.000000,0.000000,10.000004,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,111.866105
0.820000,-0.140000,0.280000,0.640000,-0.180000,0.250000,0.101747,-29.602758,118.411031,91.622851,-2.140678,-8.277244,57.939504,2.930043,29.512079,6.635839,0.000000,0.000000,10.000004,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,132.130285
0.820000,-0.140000,0.290000,0.640000,-0.180000,0.260000,0.102400,-29.254781,117.019124,90.384870,-2.232636,-8.381811,58.329913,3.004759,29.329480,6.716094,0.000000,0.000000,10.000004,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,152.439703
0.830000,-0.130000,0.300000,0.650000,-0.170000,0.270000,0.103055,-29.107647,116.430587,91.605104,-1.141108,-8.935749,57.811135,2.052759,28.081783,7.779893,0.000000,0.000000,10.000004,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,174.012173
